group,ratio,k,k_actual,trial_id,delta_target_signed,delta_target_abs
C_pert_asc,0.01,2205,2205,45,0.095703,0.095703
C_pert_asc,0.01,2205,2205,46,-0.023438,0.023438
C_pert_asc,0.01,2205,2205,47,-0.015625,0.015625
C_pert_asc,0.01,2205,2205,48,-0.007812,0.007812
C_pert_asc,0.01,2205,2205,49,0.007812,0.007812
C_pert_desc,0.01,2205,2205,0,-0.048828,0.048828
C_pert_desc,0.01,2205,2205,1,-0.484375,0.484375
C_pert_desc,0.01,2205,2205,2,0.039062,0.039062
C_pert_desc,0.01,2205,2205,3,0.128906,0.128906
C_pert_desc,0.01,2205,2205,4,0.007812,0.007812
C_pert_desc,0.01,2205,2205,5,0.064453,0.064453
C_pert_desc,0.01,2205,2205,6,-1.773438,1.773438
C_pert_desc,0.01,2205,2205,7,0.101562,0.101562
C_pert_desc,0.01,2205,2205,8,0.058594,0.058594
C_pert_desc,0.01,2205,2205,9,-0.029297,0.029297
C_pert_desc,0.01,2205,2205,10,0.035156,0.035156
C_pert_desc,0.01,2205,2205,11,-1.390625,1.390625
C_pert_desc,0.01,2205,2205,12,0.140625,0.140625
C_pert_desc,0.01,2205,2205,13,0.164062,0.164062
C_pert_desc,0.01,2205,2205,14,0.046875,0.046875
C_pert_desc,0.01,2205,2205,15,0.087891,0.087891
C_pert_desc,0.01,2205,2205,16,-0.773438,0.773438
C_pert_desc,0.01,2205,2205,17,0.046875,0.046875
C_pert_desc,0.01,2205,2205,18,0.257812,0.257812
C_pert_desc,0.01,2205,2205,19,-0.003906,0.003906
C_pert_desc,0.01,2205,2205,20,-0.005859,0.005859
C_pert_desc,0.01,2205,2205,21,-0.6875,0.6875
C_pert_desc,0.01,2205,2205,22,0.058594,0.058594
C_pert_desc,0.01,2205,2205,23,0.230469,0.230469
C_pert_desc,0.01,2205,2205,24,0.011719,0.011719
C_pert_desc,0.01,2205,2205,25,0.179688,0.179688
C_pert_desc,0.01,2205,2205,26,-1.578125,1.578125
C_pert_desc,0.01,2205,2205,27,0.109375,0.109375
C_pert_desc,0.01,2205,2205,28,0.265625,0.265625
C_pert_desc,0.01,2205,2205,29,-0.074219,0.074219
C_pert_desc,0.01,2205,2205,30,0.007812,0.007812
C_pert_desc,0.01,2205,2205,31,-0.515625,0.515625
C_pert_desc,0.01,2205,2205,32,0.03125,0.03125
C_pert_desc,0.01,2205,2205,33,0.117188,0.117188
C_pert_desc,0.01,2205,2205,34,0.226562,0.226562
C_pert_desc,0.01,2205,2205,35,0.121094,0.121094
